# idA idB nx ny nz Fn uN cellDistX cellDistY cellDistZ 
97 98 0.935247 -0.215258 -0.281027 -0.00742846 -7.2506e-07 0 0 1 
139 156 0.591991 0.212913 0.777312 -0.00591651 -5.25315e-07 0 0 0 
139 79 0.903256 0.399901 -0.15559 -0.0129749 -8.71817e-07 0 0 0 
159 198 0.262852 -0.768875 -0.582872 -0.0039191 -2.95239e-07 1 0 0 
151 86 0.138657 0.833932 -0.534165 -0.0108971 -6.14588e-07 1 0 0 
151 164 0.0934462 -0.958356 -0.269855 -0.00741793 -5.46765e-07 1 0 0 
151 202 0.257108 -0.753905 0.604584 -0.0101481 -7.01932e-07 1 0 0 
151 62 0.452107 -0.026209 -0.891579 -0.0132039 -7.81737e-07 1 0 0 
151 47 0.549445 0.100497 0.829464 -0.0127112 -8.46244e-07 1 0 0 
11 202 0.211956 -0.0368376 -0.976585 -0.00253834 -1.73867e-07 0 0 0 
11 79 0.620209 -0.677794 -0.394888 -0.00920986 -5.39088e-07 0 0 0 
11 73 0.650351 0.721358 0.23809 -0.0132239 -7.41244e-07 0 0 0 
85 100 0.440163 0.632885 0.636956 -0.0108452 -8.34757e-07 0 0 0 
85 47 0.677656 -0.34066 -0.651716 -0.0159554 -1.16377e-06 0 0 0 
85 73 0.824915 -0.380651 0.417876 -0.0131384 -1.01795e-06 0 0 0 
83 62 0.575564 -0.622869 0.529869 -0.010462 -8.45156e-07 0 0 0 
83 157 0.944738 0.285871 0.160459 -0.00405609 -3.14832e-07 0 0 0 
